Date,QQQ_Close,SMA_50,SMA_200,ATR,Signal,Action,TQQQ_Shares,SQQQ_Shares,Cash,Portfolio_Value
7/28/22,309.81,293.2868,345.26775,7.669185714,100% Cash,Hold,0,0,11519.13876,11519.13876
7/29/22,315.46,293.4726,345.05935,7.624185714,100% Cash,Hold,0,0,11519.13876,11519.13876
8/1/22,315.27,293.9552,344.8357,7.5249,100% Cash,Hold,0,0,11519.13876,11519.13876
8/2/22,314.33,294.4502,344.5742,7.43025,100% Cash,Hold,0,0,11519.13876,11519.13876
8/3/22,322.89,295.1344,344.34395,7.547328571,100% Cash,Hold,0,0,11519.13876,11519.13876
8/4/22,324.4,295.7528,344.1027,7.450185714,100% Cash,Hold,0,0,11519.13876,11519.13876
8/5/22,321.75,296.443,343.8341,7.3109,100% Cash,Hold,0,0,11519.13876,11519.13876
8/8/22,320.71,297.032,343.56275,7.172328571,100% Cash,Hold,0,0,11519.13876,11519.13876
8/9/22,317.08,297.387,343.2618,7.099678571,100% Cash,Hold,0,0,11519.13876,11519.13876
8/10/22,325.93,297.7236,343.02095,7.277892857,100% Cash,Hold,0,0,11519.13876,11519.13876
8/11/22,324.08,298.0396,342.7517,7.175392857,100% Cash,Hold,0,0,11519.13876,11519.13876
8/12/22,330.39,298.5274,342.50805,7.334321429,100% Cash,Hold,0,0,11519.13876,11519.13876
8/15/22,333.06,298.901,342.27335,7.151121429,100% Cash,Hold,0,0,11519.13876,11519.13876
8/16/22,332.28,299.4226,342.01365,6.514757143,100% Cash,Hold,0,0,11519.13876,11519.13876
8/17/22,328.49,299.848,341.72555,6.391078571,100% Cash,Hold,0,0,11519.13876,11519.13876
8/18/22,329.28,300.2362,341.4348,6.185364286,100% Cash,Hold,0,0,11519.13876,11519.13876
8/19/22,322.86,300.5406,341.10385,6.251078571,100% Cash,Hold,0,0,11519.13876,11519.13876
8/22/22,314.36,300.8398,340.70975,6.438585714,100% Cash,Hold,0,0,11519.13876,11519.13876
8/23/22,314.1,301.345,340.28915,6.029364286,100% Cash,Hold,0,0,11519.13876,11519.13876
8/24/22,315.01,302.137,339.8712,6.024364286,100% Cash,Hold,0,0,11519.13876,11519.13876
8/25/22,320.58,303.0304,339.4838,5.994364286,100% Cash,Hold,0,0,11519.13876,11519.13876
8/26/22,307.44,303.5232,339.0444,6.487221429,100% Cash,Hold,0,0,11519.13876,11519.13876
8/29/22,304.41,304.1836,338.6189,6.406507143,100% Cash,Hold,0,0,11519.13876,11519.13876
8/30/22,301.02,304.7102,338.17105,6.345078571,100% Cash,Hold,0,0,11519.13876,11519.13876
8/31/22,299.27,305.074,337.6939,6.255792857,100% Cash,Hold,0,0,11519.13876,11519.13876
9/1/22,299.4,305.4486,337.21785,6.279007143,100% Cash,Hold,0,0,11519.13876,11519.13876
9/2/22,295.17,305.655,336.7066,6.712207143,100% Cash,Hold,0,0,11519.13876,11519.13876
9/6/22,293.05,305.6238,336.1837,6.745714286,100% Cash,Hold,0,0,11519.13876,11519.13876
9/7/22,298.97,305.7542,335.6698,6.818571429,100% Cash,Hold,0,0,11519.13876,11519.13876
9/8/22,300.52,306.0938,335.15245,7.012857143,100% Cash,Hold,0,0,11519.13876,11519.13876
9/9/22,307.09,306.5596,334.6914,7.004285714,100% Cash,Hold,0,0,11519.13876,11519.13876
9/12/22,310.74,307.1688,334.2577,6.622857143,100% Cash,Hold,0,0,11519.13876,11519.13876
9/13/22,293.7,307.4002,333.7324,7.643214286,100% Cash,Hold,0,0,11519.13876,11519.13876
9/14/22,296.03,307.5816,333.25655,7.6425,100% Cash,Hold,0,0,11519.13876,11519.13876
9/15/22,291.1,307.6276,332.7136,7.748214286,100% Cash,Hold,0,0,11519.13876,11519.13876
9/16/22,289.32,307.5144,332.1911,7.128214286,100% Cash,Hold,0,0,11519.13876,11519.13876
9/19/22,291.05,307.4284,331.71075,7.200357143,100% Cash,Hold,0,0,11519.13876,11519.13876
9/20/22,288.73,307.4222,331.20485,6.943214286,100% Cash,Hold,0,0,11519.13876,11519.13876
9/21/22,283.56,307.3686,330.707,7.284642857,100% Cash,Hold,0,0,11519.13876,11519.13876
9/22/22,280.07,307.257,330.17635,7.135714286,100% SQQQ,Buy SQQQ (100%),0,8.583560921,0,11519.13876
9/23/22,275.51,307.0338,329.56475,6.98,100% SQQQ,Hold,0,8.583560921,0,12072.77844
9/26/22,274.37,306.6838,328.93855,6.994285714,100% SQQQ,Hold,0,8.583560921,0,12225.13664
9/27/22,274.48,306.3854,328.3423,7.077142857,100% SQQQ,Hold,0,8.583560921,0,12216.55308
9/28/22,279.94,306.0182,327.75195,7.211785714,100% SQQQ,Hold,0,8.583560921,0,11519.13876
9/29/22,271.87,305.395,327.15,7.498928571,100% SQQQ,Hold,0,8.583560921,0,12478.35169
9/30/22,267.26,304.5926,326.5453,7.791785714,100% SQQQ,Hold,0,8.583560921,0,13158.59889
10/3/22,273.53,304.0234,325.9277,7.073571429,100% SQQQ,Hold,0,8.583560921,0,12225.13664
10/4/22,282.13,303.6606,325.40415,7.462857143,100% SQQQ,Hold,0,8.583560921,0,11085.66893
10/5/22,281.98,303.4128,324.8895,7.557142857,100% SQQQ,Hold,0,8.583560921,0,11074.93948
10/6/22,279.76,302.8718,324.38485,7.505,100% SQQQ,Hold,0,8.583560921,0,11366.78055
10/7/22,269.1,302.0576,323.7843,7.994285714,100% SQQQ,Hold,0,8.583560921,0,12675.77359
10/10/22,266.41,301.0766,323.1466,8.092142857,100% SQQQ,Hold,0,8.583560921,0,13074.90917
10/11/22,262.75,300.0262,322.47575,7.811428571,100% SQQQ,Hold,0,8.583560921,0,13562.02626
10/12/22,262.66,298.9928,321.77165,7.716071429,100% SQQQ,Hold,0,8.583560921,0,13594.21461
10/13/22,268.82,297.9114,321.1077,8.2775,100% SQQQ,Hold,0,8.583560921,0,12684.35715
10/14/22,260.74,296.6382,320.40365,8.6875,100% SQQQ,Hold,0,8.583560921,0,13815.2413
10/17/22,269.35,295.5902,319.74865,8.7875,100% SQQQ,Hold,0,8.583560921,0,12446.16334
10/18/22,271.48,294.6056,319.1168,8.799285714,100% SQQQ,Hold,0,8.583560921,0,12143.59281
10/19/22,270.49,293.6738,318.46085,8.407142857,100% SQQQ,Hold,0,8.583560921,0,12265.90856
10/20/22,269.11,292.5374,317.82405,8.323571429,100% SQQQ,Hold,0,8.583560921,0,12486.93525
10/21/22,275.42,291.5642,317.2797,8.412528571,100% SQQQ,Hold,0,8.583560921,0,11604.97437
10/24/22,278.45,290.5254,316.75185,8.277528571,100% SQQQ,Hold,0,8.583560921,0,11210.13056
10/25/22,284.21,289.5484,316.2736,8.156814286,100% SQQQ,Hold,0,8.583560921,0,10538.46692
10/26/22,277.93,288.4614,315.7627,8.301814286,100% SQQQ,Hold,0,8.583560921,0,11227.29768
10/27/22,272.87,287.349,315.19795,7.867492857,100% SQQQ,Hold,0,8.583560921,0,11845.31407
10/28/22,281.22,286.3878,314.6673,8.123064286,100% SQQQ,Hold,0,8.583560921,0,10768.07718
10/31/22,277.95,285.4896,314.16875,8.025207143,100% SQQQ,Hold,0,8.583560921,0,11137.17029
11/1/22,275.11,284.7046,313.64425,8.305207143,100% SQQQ,Hold,0,8.583560921,0,11478.36684
11/2/22,265.68,283.7362,313.1199,8.068778571,100% SQQQ,Hold,0,8.583560921,0,12669.33592
11/3/22,260.49,282.6458,312.58995,7.633778571,100% SQQQ,Hold,0,8.583560921,0,13401.08449
11/4/22,264.68,281.5278,312.10475,7.493064286,100% SQQQ,Hold,0,8.583560921,0,12778.77632
11/7/22,267.59,280.7308,311.68425,7.214492857,100% SQQQ,Hold,0,8.583560921,0,12373.20307
11/8/22,269.54,280.0334,311.26545,7.33735,100% SQQQ,Hold,0,8.583560921,0,12102.8209
11/9/22,263.32,279.2794,310.8565,7.308064286,100% SQQQ,Hold,0,8.583560921,0,12954.73932
11/10/22,282.75,278.949,310.5474,8.064107143,100% Cash,"Sell SQQQ, Hold Cash (100%)",0,0,10102.8512,10102.8512
11/11/22,287.96,278.7202,310.2817,8.065535714,100% Cash,Hold,0,0,10102.8512,10102.8512
11/14/22,285.44,278.5256,309.9499,7.928035714,100% Cash,Hold,0,0,10102.8512,10102.8512
11/15/22,289.39,278.4524,309.5816,8.002321429,100% Cash,Hold,0,0,10102.8512,10102.8512
11/16/22,285.44,278.1818,309.1812,7.926914286,100% Cash,Hold,0,0,10102.8512,10102.8512
11/17/22,284.81,277.8676,308.7628,7.638407143,100% Cash,Hold,0,0,10102.8512,10102.8512
11/18/22,284.82,277.4222,308.41915,7.669757143,100% Cash,Hold,0,0,10102.8512,10102.8512
11/21/22,281.89,276.8452,308.03855,7.416185714,100% Cash,Hold,0,0,10102.8512,10102.8512
11/22/22,285.95,276.6902,307.69265,6.919757143,100% Cash,Hold,0,0,10102.8512,10102.8512
11/23/22,288.82,276.546,307.34115,6.783328571,100% Cash,Hold,0,0,10102.8512,10102.8512
11/25/22,286.92,276.4624,306.9421,6.4169,100% Cash,Hold,0,0,10102.8512,10102.8512
11/28/22,282.71,276.3302,306.5635,6.4619,100% Cash,Hold,0,0,10102.8512,10102.8512
11/29/22,280.57,276.1206,306.23105,6.2369,100% Cash,Hold,0,0,10102.8512,10102.8512
11/30/22,293.36,276.2132,305.9604,6.736185714,100% Cash,Hold,0,0,10102.8512,10102.8512
12/1/22,293.72,276.4164,305.64835,5.674757143,100% Cash,Hold,0,0,10102.8512,10102.8512
12/2/22,292.55,276.666,305.3309,5.525471429,100% Cash,Hold,0,0,10102.8512,10102.8512
12/5/22,287.64,276.9086,305.04185,5.641542857,100% Cash,Hold,0,0,10102.8512,10102.8512
12/6/22,281.68,277.0548,304.7427,5.610471429,100% Cash,Hold,0,0,10102.8512,10102.8512
12/7/22,280.53,277.1758,304.45495,5.532335714,100% Cash,Hold,0,0,10102.8512,10102.8512
12/8/22,283.85,277.254,304.2271,5.493128571,100% Cash,Hold,0,0,10102.8512,10102.8512
12/9/22,282.04,277.4574,303.93485,5.377492857,100% Cash,Hold,0,0,10102.8512,10102.8512
12/12/22,285.58,277.8238,303.6339,5.427492857,100% Cash,Hold,0,0,10102.8512,10102.8512
12/13/22,288.65,278.1262,303.34315,5.830707143,100% Cash,Hold,0,0,10102.8512,10102.8512
12/14/22,286.51,278.2138,303.06825,6.155707143,100% Cash,Hold,0,0,10102.8512,10102.8512
12/15/22,276.89,278.112,302.7166,6.758564286,100% Cash,Hold,0,0,10102.8512,10102.8512
12/16/22,274.25,278.0018,302.37655,6.755707143,100% Cash,Hold,0,0,10102.8512,10102.8512
12/19/22,269.75,278.0148,302.0388,6.868564286,100% Cash,Hold,0,0,10102.8512,10102.8512
12/20/22,269.54,278.0774,301.7622,6.216421429,100% Cash,Hold,0,0,10102.8512,10102.8512
12/21/22,273.45,278.2914,301.5127,6.24285,100% Cash,Hold,0,0,10102.8512,10102.8512
12/22/22,266.76,278.3734,301.17155,6.64535,100% Cash,Hold,0,0,10102.8512,10102.8512
12/23/22,267.36,278.3442,300.852,6.51035,100% Cash,Hold,0,0,10102.8512,10102.8512
12/27/22,263.58,278.401,300.5479,6.292135714,100% Cash,Hold,0,0,10102.8512,10102.8512
12/28/22,260.1,278.216,300.25755,6.431428571,100% Cash,Hold,0,0,10102.8512,10102.8512
12/29/22,266.44,278.1152,299.949,6.5925,100% Cash,Hold,0,0,10102.8512,10102.8512
12/30/22,266.28,278.031,299.5788,6.599642857,100% SQQQ,Buy SQQQ (100%),0,7.48220789,0,10102.8512
1/3/23,264.48,277.9384,299.179,6.852857143,100% SQQQ,Hold,0,7.48220789,0,10316.09413
1/4/23,265.74,277.7448,298.75025,6.3975,100% SQQQ,Hold,0,7.48220789,0,10177.67328
1/5/23,261.58,277.4074,298.30775,6.130357143,100% SQQQ,Hold,0,7.48220789,0,10649.05238
1/6/23,268.8,277.0992,297.86695,6.041785714,100% SQQQ,Hold,0,7.48220789,0,9801.692336
1/9/23,270.54,276.9514,297.4605,6.136785714,100% SQQQ,Hold,0,7.48220789,0,9592.190515
1/10/23,272.83,276.9506,297.0264,6.008928571,100% SQQQ,Hold,0,7.48220789,0,9358.371519
1/11/23,277.55,276.8772,296.6174,6.041785714,100% Cash,"Sell SQQQ, Hold Cash (100%)",0,0,8877.639662,8877.639662
1/12/23,279.05,276.8992,296.1881,6.121785714,100% Cash,Hold,0,0,8877.639662,8877.639662
1/13/23,280.97,277.0164,295.737,5.697785714,100% Cash,Hold,0,0,8877.639662,8877.639662
1/17/23,281.54,277.3336,295.30925,5.609142857,100% Cash,Hold,0,0,8877.639662,8877.639662
1/18/23,277.88,277.6814,294.88595,5.801285714,100% Cash,Hold,0,0,8877.639662,8877.639662
1/19/23,275.15,277.8908,294.45245,5.676285714,100% Cash,Hold,0,0,8877.639662,8877.639662
1/20/23,282.68,278.1926,294.01935,5.716642857,100% Cash,Hold,0,0,8877.639662,8877.639662
1/23/23,288.96,278.581,293.65865,5.958071429,100% Cash,Hold,0,0,8877.639662,8877.639662
1/24/23,288.37,279.082,293.3342,5.582714286,100% Cash,Hold,0,0,8877.639662,8877.639662
1/25/23,287.73,279.1816,293.00235,5.744857143,100% Cash,Hold,0,0,8877.639662,8877.639662
1/26/23,293.34,279.2892,292.7233,5.838428571,100% TQQQ,Buy TQQQ (100%),782.8606404,0,0,8877.639662
1/27/23,296.26,279.5056,292.50015,5.608428571,100% TQQQ,Hold,782.8606404,0,0,9132.06937
1/30/23,290.27,279.5232,292.25425,5.599857143,100% Cash,"Sell TQQQ, Hold Cash (100%)",0,0,8584.066922,8584.066922
1/31/23,294.62,279.7068,291.9956,5.639142857,100% TQQQ,Buy TQQQ (100%),749.3729308,0,0,8584.066922
2/1/23,300.92,280.029,291.80805,6.089142857,100% TQQQ,Hold,749.3729308,0,0,9138.602891
2/2/23,311.72,280.567,291.6732,6.546285714,100% TQQQ,Hold,749.3729308,0,0,10082.81278
2/3/23,306.18,281.0528,291.4728,6.745642857,100% TQQQ,Hold,749.3729308,0,0,9561.998596
2/6/23,303.59,281.4056,291.2847,6.795,100% TQQQ,Hold,749.3729308,0,0,9318.452394
2/7/23,309.88,281.8268,291.16335,6.915714286,100% TQQQ,Hold,749.3729308,0,0,9895.469551
2/8/23,304.37,282.1758,291.0582,7.074285714,100% TQQQ,Hold,749.3729308,0,0,9363.41477
2/9/23,301.68,282.5552,290.9187,7.14,100% TQQQ,Hold,749.3729308,0,0,9112.374838
2/10/23,299.7,282.9378,290.8315,6.918571429,100% TQQQ,Hold,749.3729308,0,0,8925.031605
2/13/23,304.5,283.1606,290.7702,7.106428571,100% TQQQ,Hold,749.3729308,0,0,9348.427311
2/14/23,306.75,283.4212,290.6639,7.079285714,100% TQQQ,Hold,749.3729308,0,0,9550.758002
2/15/23,309.1,283.7522,290.64315,7.027857143,100% TQQQ,Hold,749.3729308,0,0,9764.329288
2/16/23,303.3,284.0654,290.56725,6.997142857,100% TQQQ,Hold,749.3729308,0,0,9206.046454
2/17/23,301.16,284.455,290.47895,6.913571429,100% TQQQ,Hold,749.3729308,0,0,9007.462628
2/21/23,294.03,284.725,290.3011,7.11,100% TQQQ,Hold,749.3729308,0,0,8374.242501
2/22/23,294.25,284.933,290.20735,6.586421429,100% TQQQ,Hold,749.3729308,0,0,8381.736231
2/23/23,296.82,285.2286,290.1452,6.073564286,100% TQQQ,Hold,749.3729308,0,0,8591.560651
2/24/23,291.85,285.354,290.1187,5.996421429,100% TQQQ,Hold,749.3729308,0,0,8156.924351
2/27/23,293.94,285.4598,290.0846,6.044992857,100% TQQQ,Hold,749.3729308,0,0,8333.02699
2/28/23,293.56,285.6008,290.0932,5.64885,100% TQQQ,Hold,749.3729308,0,0,8291.811479
3/1/23,291.2,285.887,290.09345,5.471707143,100% TQQQ,Hold,749.3729308,0,0,8089.480788
3/2/23,293.61,286.2742,290.0518,5.276707143,100% TQQQ,Hold,749.3729308,0,0,8284.31775
3/3/23,299.68,286.8728,290.058,5.410992857,100% TQQQ,Hold,749.3729308,0,0,8790.144478
3/6/23,300.02,287.4824,290.02725,5.33385,100% TQQQ,Hold,749.3729308,0,0,8827.613124
3/7/23,296.34,287.9402,290.05325,5.225278571,100% TQQQ,Hold,749.3729308,0,0,8497.889035
3/8/23,297.82,288.5614,290.09445,5.116707143,100% TQQQ,Hold,749.3729308,0,0,8614.041839
3/9/23,292.66,289.0674,290.11435,5.345285714,100% TQQQ,Hold,749.3729308,0,0,8160.671216
3/10/23,288.55,289.5668,290.0897,5.471714286,100% Cash,"Sell TQQQ, Hold Cash (100%)",0,0,7823.453397,7823.453397
3/13/23,290.69,290.1786,290.10695,5.615285714,100% TQQQ,Buy TQQQ (100%),733.5633753,0,0,7823.453397
3/14/23,297.37,290.7972,290.1375,5.861007143,100% TQQQ,Hold,733.5633753,0,0,8355.286844
3/15/23,298.93,291.4502,290.1355,5.89315,100% TQQQ,Hold,733.5633753,0,0,8476.324801
3/16/23,306.81,292.2968,290.12405,6.12315,100% TQQQ,Hold,733.5633753,0,0,9147.535289
3/17/23,305.36,293.0892,290.10945,6.204578571,100% TQQQ,Hold,733.5633753,0,0,9011.826065
3/20/23,305.97,293.977,290.1093,6.285007143,100% TQQQ,Hold,733.5633753,0,0,9107.189304
3/21/23,310.34,294.8078,290.0891,6.363578571,100% TQQQ,Hold,733.5633753,0,0,9492.310076
3/22/23,306.12,295.5194,290.0887,6.595007143,100% TQQQ,Hold,733.5633753,0,0,9052.172051
3/23/23,309.75,296.2578,290.10135,6.717864286,100% TQQQ,Hold,733.5633753,0,0,9374.939936
3/24/23,310.89,296.9246,290.10645,6.697864286,100% TQQQ,Hold,733.5633753,0,0,9470.303175
3/27/23,308.76,297.5188,290.11205,6.663578571,100% TQQQ,Hold,733.5633753,0,0,9275.90888
3/28/23,307.12,298.0418,290.15065,6.694721429,100% TQQQ,Hold,733.5633753,0,0,9121.860571
3/29/23,312.72,298.6654,290.27005,6.486142857,100% TQQQ,Hold,733.5633753,0,0,9620.683666
3/30/23,315.68,299.4214,290.4714,6.245428571,100% TQQQ,Hold,733.5633753,0,0,9881.098665
3/31/23,320.93,300.337,290.6965,5.980428571,100% TQQQ,Hold,733.5633753,0,0,10365.25049
4/3/23,320.15,301.0864,290.88325,5.713992857,100% TQQQ,Hold,733.5633753,0,0,10291.89415
4/4/23,319.07,301.6886,291.12165,5.555057143,100% TQQQ,Hold,733.5633753,0,0,10189.19528
4/5/23,315.92,302.2396,291.3278,5.198628571,100% TQQQ,Hold,733.5633753,0,0,9862.75958
4/6/23,318.05,302.846,291.51265,5.195057143,100% TQQQ,Hold,733.5633753,0,0,10060.82169
4/10/23,317.87,303.3366,291.69865,5.231485714,100% TQQQ,Hold,733.5633753,0,0,10038.81479
4/11/23,315.83,303.728,291.85355,5.070771429,100% TQQQ,Hold,733.5633753,0,0,9844.420496
4/12/23,313.04,304.1834,291.9457,4.8247,100% TQQQ,Hold,733.5633753,0,0,9584.005498
4/13/23,319.17,304.6744,292.0793,4.723271429,100% TQQQ,Hold,733.5633753,0,0,10134.17803
4/14/23,318.57,305.0274,292.25445,4.773985714,100% TQQQ,Hold,733.5633753,0,0,10075.49296
4/17/23,318.84,305.1698,292.42965,4.656121429,100% TQQQ,Hold,733.5633753,0,0,10086.49641
4/18/23,318.86,305.4234,292.62255,4.641407143,100% TQQQ,Hold,733.5633753,0,0,10093.83204
4/19/23,318.71,305.7258,292.80545,4.447121429,100% TQQQ,Hold,733.5633753,0,0,10071.82514
